id_projeto,id_freelancer,nota,comentario
3649,1785,5,"Debitis placeat assumenda consequuntur minima minus eaque. Corporis illo id fugit provident tempore perferendis. Vitae et nulla eligendi laborum qui facilis.
Incidunt blanditiis autem saepe deserunt sit.
Ratione ipsam a voluptatum numquam."
3650,491,3,"In delectus ullam fuga accusantium vitae deleniti ad. Numquam itaque blanditiis maxime iste.
Id neque rerum minima ratione. Pariatur aut suscipit reiciendis. Temporibus cumque dolores mollitia.
Nobis illo ipsa. Hic quas nisi ad."
3651,1144,5,"Quo deleniti distinctio vel pariatur labore. Dolores quidem eligendi unde.
Earum saepe quasi eaque praesentium. Eos necessitatibus in facilis qui.
At nihil nemo nihil. Nemo suscipit inventore ea libero voluptates voluptas. Dolorem alias consectetur omnis consectetur."
3652,649,5,Omnis nam incidunt repellendus eligendi tempora dicta. Aliquam architecto consequuntur repellendus repellendus quia odit. Corrupti minus occaecati eligendi necessitatibus iste facilis incidunt.
3653,2535,1,"Laboriosam eius harum. Nisi iusto ad ipsa quis. Eligendi earum aliquid impedit qui asperiores.
Suscipit iusto rerum eius. Recusandae magni rerum veritatis veniam. Eveniet inventore commodi odit facilis saepe rerum rem."
3654,478,5,"Iste nulla nemo recusandae molestiae. Enim aliquam repudiandae deleniti tenetur illum totam. Vel tempore corrupti explicabo neque minus.
Natus nobis ut ex. Necessitatibus laboriosam doloribus necessitatibus ex at."
3655,2671,2,"Quas libero amet ex. Beatae quo illum accusamus.
Soluta illum dignissimos quo eos ex. Velit voluptate distinctio inventore vel.
Error perferendis aut libero aspernatur hic quos. Cupiditate perferendis vitae harum. Natus voluptatem consectetur fuga aspernatur itaque."
3656,565,5,"Dignissimos ab error autem maiores. Dolorem beatae accusantium vel debitis dolor recusandae.
Labore nemo minima quis debitis. Dolor quos voluptatem tenetur id. Ratione eos numquam ducimus corporis. Doloremque ipsum esse incidunt.
Ipsa inventore impedit. Officia cupiditate eum impedit."
3657,1366,3,"Distinctio dolor doloribus dolorum ut earum doloremque. Rem laborum sit blanditiis at corporis.
Expedita quis quo commodi laborum. Expedita nisi aut nemo.
Neque eius corrupti dolorem magni iure. Blanditiis quibusdam illum. Quam mollitia perspiciatis nemo tenetur esse sunt ad."
3658,2502,1,"Hic voluptas ipsam cumque illo sunt. Qui occaecati error porro.
Perferendis officiis labore repudiandae maiores. Culpa a quibusdam possimus perferendis hic ab. Quidem qui dicta aspernatur laboriosam rerum quam.
Rerum unde placeat aliquam cupiditate dolor."
3659,830,2,"Reprehenderit atque error laboriosam distinctio molestias beatae. Amet aspernatur sit modi. Porro maxime natus. Eaque incidunt est provident.
Magni necessitatibus quo molestias sed. Quaerat eum doloremque dicta quo impedit molestias. Voluptatum porro repellat eum animi corporis."
3660,498,1,"Delectus dolores quam provident vero impedit veniam. Distinctio aliquid error. Ipsum culpa nisi omnis molestias inventore suscipit.
Exercitationem vitae laboriosam possimus beatae voluptatem. Iste minima recusandae molestiae. Vitae quam repellendus.
Necessitatibus ipsum maiores. Fuga corporis ipsa."
3661,635,2,"Beatae temporibus molestiae architecto non numquam. Perspiciatis odit id id.
Quibusdam eveniet dicta rem. Explicabo voluptatem veritatis. Dignissimos velit reprehenderit qui delectus.
Incidunt necessitatibus unde odit nesciunt a."
3662,1180,3,"Iste modi sint dolore debitis beatae possimus. Commodi eveniet expedita labore.
Explicabo quasi officiis id molestiae tempore.
Laborum fugit reprehenderit beatae debitis.
Fugiat animi dicta sint provident error. Ipsam rem tenetur suscipit itaque culpa ratione animi."
3663,431,1,"Alias tempora delectus aperiam autem nulla recusandae. Doloremque minus ullam sunt veniam neque amet.
Illo odit quas itaque nemo exercitationem minima. Error explicabo commodi occaecati mollitia aliquam. Laboriosam voluptates velit aliquam reprehenderit porro tempora provident."
3664,2262,5,"Culpa neque eius blanditiis explicabo et.
Asperiores architecto laborum adipisci quo dolorum temporibus. Error porro rerum. Dolorum temporibus praesentium."
3665,1524,1,"Voluptate vero soluta asperiores. Qui minus accusantium cumque. Animi a dolores asperiores.
Commodi expedita quos dolore quia. Incidunt quae laboriosam rerum. Temporibus quos sequi vitae.
Ut eveniet soluta fugit. Inventore quam veniam laudantium cupiditate. Doloremque quas optio eaque rem."
3666,2355,3,"Accusantium expedita quos sunt alias impedit.
Labore perspiciatis aspernatur distinctio perspiciatis odio. Error ipsa molestias molestiae perferendis modi alias.
Magnam nostrum consectetur distinctio cum sit. Unde quo quibusdam in officiis. Aspernatur fugit et repudiandae asperiores illum autem in."
3667,2976,4,"Id quisquam voluptates maxime quam numquam animi. Occaecati hic voluptatibus. Reiciendis reprehenderit fugiat quisquam itaque deleniti facere.
Veritatis necessitatibus suscipit sit expedita. Eum officia quos aut voluptatibus."
3668,1893,1,Facilis fugiat numquam accusantium. Inventore laudantium quibusdam quisquam voluptatum exercitationem. Quidem incidunt deleniti soluta earum veniam.
3669,1654,1,"Tempora enim reprehenderit officiis earum. Dolore consequuntur corporis beatae veritatis provident quod laudantium.
Tenetur quisquam illo perferendis cumque. Hic sequi neque quas maxime veritatis. Dolores doloremque dolorum eius et sapiente voluptates. Delectus saepe sunt odit molestiae aliquam."
3670,2575,1,"Blanditiis ab tenetur ad ex est consequatur iste. Voluptate unde commodi aut voluptate doloremque.
Architecto fuga odit laborum autem. Nulla dolorum vitae accusamus. Consequatur possimus deleniti ipsum consequatur velit. Molestias sunt pariatur corrupti consequatur ipsa."
3671,2749,1,"Soluta magnam laborum porro similique voluptatibus reprehenderit. Quaerat nobis minus ea illum commodi modi expedita.
Ea labore facere perspiciatis reiciendis. Velit dolores at velit accusantium omnis.
Minima fuga veniam itaque aspernatur alias."
3672,2614,1,Architecto corrupti nihil recusandae corporis aliquam dignissimos reprehenderit. Repellendus atque maxime a delectus eius. Tenetur incidunt quaerat consectetur.
3673,1634,5,"Hic culpa laudantium ut maiores. Inventore id cupiditate corporis doloremque. Aperiam distinctio error repudiandae.
Fugit possimus quas quo asperiores praesentium. Enim aperiam veniam distinctio dolorum minima asperiores. Et cum distinctio consequuntur."
3674,225,4,"Quasi rerum debitis eveniet assumenda. Iusto esse doloremque sit officiis. Ducimus veniam cupiditate labore asperiores fugiat.
Illo adipisci pariatur. Molestias sit debitis. Eos exercitationem totam eos accusamus soluta ullam."
3675,763,2,"Nemo dolorum accusamus eius tenetur et. Ipsum dignissimos laudantium quam fugit vitae itaque quasi.
Velit magnam vero sint maxime ipsam corporis blanditiis. Sed odit sint natus accusantium. Quas at nobis."
3676,2644,3,"Velit dolorem iste non laboriosam ab et. Ea magnam omnis accusamus enim.
Exercitationem id neque. Eligendi doloribus voluptate esse porro dolorem at.
Ullam necessitatibus officia vel in explicabo facere. Neque laborum doloremque cumque. Omnis aspernatur ea assumenda."
3677,2179,4,"Molestiae maiores temporibus quod odit minus neque veniam.
Sequi perspiciatis eaque reprehenderit fuga illo eaque provident. Molestiae reprehenderit est fugiat dignissimos repellendus cum. Delectus sapiente quo possimus. Quod occaecati maxime quisquam."
3678,2504,4,"Iusto id similique laborum voluptas.
Doloremque cumque minima autem rem voluptate. Cum quidem aspernatur officiis. Exercitationem repellendus amet dolor.
Nihil consectetur distinctio aspernatur dolor minima nisi. Voluptatum accusamus consectetur quibusdam."
3679,2487,4,"Eaque natus libero. Vel non facilis ipsa fuga. Itaque doloremque modi ea.
Voluptatibus rerum quasi pariatur voluptatem beatae aperiam. Atque maiores ducimus est doloremque totam.
Aperiam ullam amet ipsum earum occaecati.
Cum libero at at omnis ut."
3680,1209,4,"Iure ipsam blanditiis laboriosam repudiandae aliquid. Vero voluptatibus dolor sunt laudantium odit.
Error eum officia praesentium veniam eum maiores. Sed commodi autem assumenda."
3681,2083,5,"Ipsum corporis corporis. Veritatis enim necessitatibus dolore ea suscipit tenetur cumque. Eius nisi nemo id dignissimos a possimus autem.
Doloremque atque natus ut. Placeat perferendis numquam modi nesciunt expedita dignissimos. Amet voluptate corporis incidunt harum recusandae."
3682,2638,5,"Illum expedita quaerat debitis. Ratione sequi deleniti laborum aliquid quos ducimus.
Autem laudantium qui labore nam officia ea. Cumque similique perspiciatis rem quam veritatis reprehenderit. Quas quam earum tempore similique impedit."
3683,1067,1,"Deleniti quos id aspernatur. Incidunt eum voluptate illum debitis iusto.
Maxime officiis possimus similique hic occaecati nostrum. Aliquam molestias nulla debitis non pariatur tenetur. Culpa ex cupiditate earum sunt.
Aut voluptatibus voluptatum nobis distinctio quos molestias."
3684,1987,2,"Esse deleniti mollitia iste error voluptate iure. Harum nesciunt nobis maxime.
Nemo animi impedit occaecati consectetur non rem qui. Consectetur animi ipsa doloribus eos."
3685,1138,1,"Consectetur nihil maxime voluptatibus. Perferendis corrupti odio dolorum aliquam eveniet.
Tempora maxime ad dicta aperiam deleniti eum. Similique accusantium consequatur id nihil."
3686,1163,5,"Ut deserunt incidunt praesentium dolor. Doloribus ullam laboriosam quaerat.
Quod odit veniam. Magni sequi iste autem.
Corrupti sequi recusandae tempora. Debitis fugit consequatur. Earum accusantium nam iusto recusandae ullam. Fuga odit quasi omnis error perspiciatis."
3687,2141,2,"Recusandae magni saepe eos totam id. Ad tempora nesciunt distinctio. Voluptate in animi a sapiente possimus ipsa.
Saepe est natus provident eaque ducimus aperiam. Ipsum nostrum magni tempore molestiae magni dolor excepturi. Officiis maiores consequuntur blanditiis mollitia repellat voluptate fugit."
3688,2440,1,"Culpa minima amet aliquam magni. Adipisci placeat facere distinctio deserunt maxime placeat. Necessitatibus fuga facere iure ex rerum assumenda.
Esse a veritatis nemo necessitatibus.
Vel maxime accusamus laborum voluptatibus officia. Modi aut consequatur."
3689,2085,5,"Exercitationem eos iste nostrum. Dolorum quis eius aliquam ex odio.
Expedita amet labore repudiandae. Deleniti ad dicta voluptatum nobis ab.
Dolorum ex mollitia. Velit explicabo modi explicabo harum similique officiis in. Cumque corrupti eos dicta eos velit."
3690,504,2,"Sunt sit beatae eos asperiores voluptas soluta.
Laborum eligendi minima corporis eveniet. Amet in maiores deserunt.
Aliquid modi eaque unde quam quam illo voluptatem.
Natus vel dolore repellat animi accusantium sequi voluptas. Delectus voluptatibus recusandae dolor excepturi illo deserunt."
3691,346,4,"Quam tempora dolor ut molestiae neque culpa dolorem. Reiciendis animi architecto quia. Quaerat dolore illo quis pariatur tempore.
Placeat eaque tempore natus dicta autem ipsa."
3692,481,5,"Nam sed consectetur. Fuga unde at ipsum.
Maxime totam ea totam. Nesciunt nobis illum. Aut culpa possimus nulla quibusdam.
Assumenda saepe eius perferendis non debitis. Repudiandae minus nisi in. Rerum excepturi quia excepturi voluptas. Quos magnam aliquid veritatis."
3693,139,3,"Asperiores dicta aspernatur tenetur minus sapiente. Perferendis doloribus molestiae tempora occaecati laudantium dolorum.
Blanditiis dolorem exercitationem repellendus amet error deserunt. Architecto sunt pariatur voluptatum officiis fugiat."
3694,853,1,"Quasi iure a perspiciatis eaque nesciunt odio. Laborum similique facere expedita ab.
Reprehenderit repellat provident officiis ducimus nam. Culpa a labore corrupti dignissimos in illo."
3695,372,1,"Quisquam rem laborum. Accusamus vero quibusdam laboriosam excepturi. Assumenda id non ipsam ipsum quis.
Sint ex eius aut aut. Minus dignissimos asperiores sint quis magni minima.
Nostrum assumenda aspernatur quas. Delectus neque saepe commodi et."
3696,148,1,"Eius quidem odio repellat fugit nesciunt eos. Maxime voluptatum ipsa voluptate maxime odio. Facere numquam blanditiis corporis.
Iure placeat culpa doloribus eaque accusamus doloremque. Omnis vel ullam deleniti. Illum ipsam occaecati quaerat vitae."
3697,2543,5,"Eius quas corrupti eum quo officia dolorum. Officiis ipsa natus placeat nam nobis at saepe. Ipsam possimus laboriosam blanditiis reprehenderit.
Expedita nisi tempore maiores ex numquam dignissimos. Tenetur dolor doloribus fugiat dolor fugiat. Vero fugit eius."
3698,2628,2,"Magni quos quam suscipit laborum debitis unde expedita. Cum officia omnis molestiae numquam sapiente. Sint impedit beatae iusto libero voluptatem quod. Hic enim tempora temporibus.
Ad beatae vero magni debitis ab. Quasi vel fuga cupiditate doloremque saepe voluptatum."
3699,2191,1,"Harum sit dolorum ea iste. Nesciunt sapiente consequatur harum ipsa qui aliquid.
Consectetur rem laudantium. Voluptatem quaerat in. Harum expedita error consequuntur. Pariatur iste nisi omnis maiores dolorem sapiente vero."
3700,2229,1,"Dignissimos sint nihil est. Eligendi corporis culpa.
Inventore nostrum error libero. Repellendus deserunt ab quasi alias quisquam mollitia blanditiis. Ipsa quo accusantium ea."
3701,1593,5,"Ipsum consequuntur omnis temporibus itaque necessitatibus odio nisi. Sunt ea qui fuga nesciunt sequi suscipit.
In commodi quis sint. Deleniti maxime molestiae sequi quibusdam temporibus voluptas. Ex magnam nisi qui unde.
Reiciendis aperiam sunt culpa nesciunt dolores.
Vero ullam ab ipsa."
3702,1918,2,"Explicabo repellendus laudantium odit dolor voluptas suscipit. Eos minima minima accusantium assumenda commodi veritatis. Cum nulla laboriosam nulla asperiores.
Repellat et laboriosam nam magni quibusdam dignissimos. Consequuntur magni odio voluptates pariatur. Molestiae unde nihil fuga."
3703,2693,2,"Commodi porro nobis veniam quisquam dolor tempora. Doloremque harum deleniti quas sint laborum sed. Provident ratione culpa minima ducimus.
Rerum laudantium possimus. Modi eaque ea sit ipsam atque ab quia."
3704,58,3,"Repellat adipisci a nihil alias fuga unde. Repellat delectus omnis.
Tempore eius quam voluptatum qui quas. Deleniti error aut.
Excepturi modi earum ex. Praesentium saepe suscipit quasi modi ex.
Adipisci similique earum blanditiis. Commodi voluptas quaerat nihil consectetur excepturi porro."
3705,260,4,"Soluta consectetur aliquid vitae assumenda odit ipsum. Deserunt porro delectus fugit explicabo.
Officiis reiciendis dolorem consequuntur dicta nam odit. Praesentium eum aliquid reprehenderit occaecati sequi labore blanditiis. Sed ad ipsa illum laboriosam vel officiis."
3706,61,4,"Animi labore laudantium dignissimos architecto possimus. Sunt amet qui alias provident unde non.
Debitis placeat voluptates incidunt consequuntur laborum quasi expedita. Autem suscipit expedita quidem tempora perspiciatis.
Tenetur voluptatibus quas pariatur sapiente."
3707,234,2,"Magni eos eum. Nam at nostrum at. Consequuntur labore voluptatibus consequatur quo explicabo dolore perferendis.
Ut sapiente blanditiis alias optio. Pariatur labore pariatur facere.
Impedit enim cum accusamus."
3708,699,2,"Sunt maiores autem exercitationem ducimus deserunt cumque. Debitis nulla et aperiam alias a dolorum. Natus asperiores harum aspernatur officiis error similique.
Voluptates rem iste quos vitae. Asperiores in consequuntur libero occaecati odio."
