id_projeto,id_cliente,nota,comentario
4745,3389,1,"Nobis nam laborum perferendis. Corrupti vero quam expedita. Eum iure cupiditate alias.
Incidunt praesentium dolore ipsa quos dicta. Earum ut laboriosam eos odio ab non. Nesciunt eum natus tempore odio."
4746,4670,2,"Quibusdam tenetur eaque esse laudantium. Doloribus sit debitis eligendi consequatur illo laudantium modi.
Provident autem autem totam voluptas ad quae.
Ut labore expedita.
Velit non voluptates perferendis numquam. Eum aut corrupti perspiciatis aut nostrum necessitatibus."
4747,1893,3,"Autem nostrum nobis ut sed eveniet. Repellat in deserunt ullam totam facere fugit fuga. Molestiae nulla eveniet error.
Culpa a modi omnis voluptatum tempore est. Nobis adipisci rem dolor aliquid quia consequuntur."
4748,1478,4,"Libero in dignissimos alias incidunt iste aspernatur reiciendis. Adipisci laborum provident illum voluptates.
Repellat impedit ipsum assumenda. Assumenda pariatur illum minus rem incidunt recusandae.
Error odio eveniet architecto. Qui perferendis rerum. A laudantium consectetur recusandae aut."
4749,4111,1,"Provident totam suscipit odit. Id sint nostrum officia perferendis illo.
Veniam commodi sit at architecto. At amet architecto iste. Eveniet nobis fugit tenetur doloribus eos sapiente. Temporibus beatae repellendus sed cupiditate."
4750,1814,2,"Eaque excepturi nisi iusto. Officia unde eum voluptatibus sed. Magni pariatur ab non.
Nostrum quod saepe commodi eos id. Iste sit cumque reiciendis. Eos atque iste nisi aliquid animi ab. In accusantium voluptatem id occaecati."
4751,1471,4,Voluptatibus impedit tempora asperiores ab laudantium corporis. Maxime rem optio temporibus reiciendis. Praesentium sed illo eos perspiciatis libero.
4752,2465,1,"Perspiciatis vel quia eveniet magni. Distinctio ut praesentium nisi similique voluptates aut. Architecto asperiores illum cumque quis voluptate.
Id autem accusantium dolorum deserunt. Ut ipsam magnam occaecati. Sunt reiciendis non ad."
4753,3620,1,"Laboriosam delectus modi sequi tempora veniam saepe rem. Illum temporibus pariatur id tempora. Consectetur ipsam amet facilis quod expedita.
Quod voluptates itaque. Eos eos quis voluptas.
Harum vitae ipsam. Quasi dolorum iure velit cum. Libero a aliquid officia esse fugit."
4754,1611,1,"Quasi optio quaerat.
Qui laborum magni natus voluptatibus quas repellendus. Quidem eligendi neque tempore. Consectetur est saepe porro.
Quae cum quas voluptatum recusandae enim. Possimus officia vero molestias odit. Similique cupiditate adipisci voluptates."
4755,3382,3,"Inventore quibusdam totam. Totam provident sit corrupti. Non fugit ipsam mollitia.
Repudiandae tempora voluptatem accusamus iusto atque. Asperiores similique laborum quaerat autem sapiente harum. At nemo quo cum vitae maiores incidunt tenetur."
4756,224,4,"Temporibus nesciunt eaque culpa iure maiores nobis. Accusantium assumenda consectetur modi id aperiam sapiente.
Aliquam suscipit totam. Doloremque itaque ipsam nemo provident debitis odit."
4757,581,3,"Reiciendis ea dolor dolorem aperiam quaerat. Beatae in possimus recusandae veritatis dolorem dolorem.
Eveniet cupiditate voluptatem. Praesentium illum nulla eaque ex. Eum deleniti quaerat aperiam.
Sed quam quod eveniet ullam a. Expedita libero officiis. Enim esse nobis."
4758,1254,1,"Labore necessitatibus occaecati earum. Consectetur ullam dignissimos qui.
Delectus vel tenetur quo voluptates. Officia distinctio unde velit praesentium.
Deserunt non reiciendis. Deserunt sit doloribus ea consectetur. Ducimus quam numquam consequatur tempora minus maxime et."
4759,4554,1,"Animi nisi eum unde officia necessitatibus.
Cumque quaerat voluptate maiores consequuntur. Mollitia possimus ad eligendi temporibus libero facere.
Iste eius quod eligendi.
Excepturi dolore qui officia consectetur est deleniti. Voluptatibus facere alias impedit animi."
4760,2851,4,"Blanditiis et enim architecto impedit voluptatibus. Deserunt iste nihil occaecati deserunt officia.
Sequi vero numquam vel. Porro veritatis blanditiis et commodi quo voluptates. Rem at repudiandae sit deserunt quaerat quae."
4761,1767,2,"Voluptatem fugiat fuga accusamus minus quibusdam. Soluta autem similique corrupti nam neque sapiente.
Sapiente ipsum cumque omnis autem itaque suscipit. Architecto incidunt exercitationem illum."
4762,3851,5,"Sit ipsam libero aliquid eum vero atque. Explicabo eligendi pariatur.
Perspiciatis neque harum iste expedita. Fugit blanditiis quas similique similique."
4763,1236,3,"Numquam assumenda fuga. Nulla necessitatibus qui ipsum officia esse. Odit tempora sapiente ipsum reiciendis necessitatibus assumenda.
Omnis reprehenderit assumenda aut maxime quam saepe. Saepe tempore saepe enim."
4764,2937,4,Ipsum architecto dignissimos expedita. Reiciendis aut reiciendis quis sunt harum. Nostrum pariatur excepturi tempora reprehenderit. Accusamus adipisci aperiam expedita culpa.
4765,2925,4,"Odio harum possimus magni illum ipsa. Ratione impedit dolore impedit. Fugit provident accusamus magnam iste nulla.
Quas pariatur alias. Nulla nihil saepe. Quae expedita delectus debitis nemo occaecati optio impedit.
Minima perspiciatis unde occaecati. Doloremque delectus facere."
4766,3603,2,"Quae beatae blanditiis asperiores perspiciatis quae. Quia consequatur recusandae quam quaerat modi illum omnis. Laborum voluptatem error consequatur tempore a labore.
Architecto sed veniam cupiditate quisquam suscipit accusantium. Vitae voluptates dolorem architecto sed totam."
4767,3777,4,"Nemo commodi temporibus minus debitis in iusto inventore. Dolor est ipsa eligendi ipsam recusandae.
Cupiditate itaque quasi hic id. Non hic reprehenderit reprehenderit exercitationem fugiat."
4768,38,4,"Commodi corrupti illum. Eaque voluptas pariatur autem magni.
Ab alias saepe possimus ipsum iusto sequi. Ipsam veniam vel occaecati nisi animi molestias.
Porro nisi nesciunt odio. Ipsum quam esse commodi non quia aliquid iusto.
Tempora iste quibusdam sequi voluptatem excepturi placeat quisquam."
4769,4851,3,"Minus sit accusantium repellat quod similique atque. Reiciendis quaerat similique quidem. Incidunt eius sunt aspernatur.
Vitae excepturi quaerat quisquam soluta voluptatum magni esse. In fugit asperiores sequi dolores."
4770,825,1,"Aperiam ullam fugit earum tenetur veniam. Doloribus voluptatibus possimus omnis fugiat est.
Exercitationem inventore eius laboriosam maxime impedit. Error tempora ipsum consequatur quibusdam eius. Architecto rem et."
4771,255,2,"Perspiciatis necessitatibus quam repellendus adipisci modi vero. Nulla molestiae iusto ex quas asperiores. Amet occaecati aut aliquid officiis iste sapiente.
Facilis quam quae quia sunt quam mollitia. Fugiat tenetur ea unde illum. Laboriosam ad id distinctio."
4772,3931,3,"Numquam illum temporibus recusandae illum. Maxime architecto esse natus asperiores. Exercitationem quibusdam fugiat voluptate sequi consequuntur.
Voluptas laborum exercitationem soluta. Asperiores necessitatibus soluta asperiores. Eligendi molestias odio illum illo omnis."
4773,4094,2,"Soluta aspernatur occaecati accusantium dignissimos quas. Delectus nam iste inventore dolor velit. Corrupti reprehenderit dolor enim vel.
Aperiam quibusdam rem sequi ullam totam porro magnam.
Alias suscipit ipsum quos voluptatibus neque. Aliquid commodi in quidem reprehenderit distinctio libero."
4774,2841,5,"Doloremque officia cum quibusdam. Amet temporibus eaque quidem adipisci architecto.
Deleniti dicta ex quam repellendus error minima cumque. Ab explicabo consequatur voluptates. Officiis amet dicta sapiente nostrum ratione."
4775,989,4,"Assumenda optio ipsa maxime vero. Nisi dicta beatae ipsa nam incidunt vitae. Veniam laborum dolore occaecati.
Reiciendis reprehenderit tempore impedit modi sit consequuntur. Velit libero dolores illo quasi voluptatem. Aperiam quidem quo rerum."
4776,3165,1,"Aliquid voluptatem nesciunt veritatis maiores nostrum nobis. Quisquam delectus suscipit occaecati. Ut natus tenetur minus odit.
Sint ratione voluptatum nisi corrupti sit.
Deserunt harum voluptatum est. Inventore vel doloribus temporibus aliquam. Ipsa minus pariatur reiciendis porro."
4777,1182,4,"Natus omnis non voluptatibus at enim. Praesentium maiores et sed explicabo facilis. Quasi doloribus ipsum sunt voluptates beatae.
Odit quo culpa ducimus. Modi illum porro porro nisi aliquam accusantium. Veritatis eveniet repellat autem earum."
4778,685,4,"Dicta magni inventore corporis debitis voluptas. Eos libero dicta ad.
Voluptate velit quae tempore officia quis inventore. Harum quaerat sapiente possimus. Ullam beatae cumque."
4779,4411,4,"Aliquid eum velit corrupti possimus accusantium. Doloribus accusantium vero harum alias. Doloribus blanditiis rerum vel. Quam exercitationem repellat vitae dolor iste.
Qui id impedit dolore ut ex fugiat. Eos eos totam itaque nostrum sapiente deserunt."
4780,2787,3,"Mollitia tempore sint. Non eius deserunt tempore voluptates itaque sunt.
Repellendus dolore earum eum. Aut unde quaerat soluta. Ipsam velit optio vitae autem aliquam assumenda qui."
4781,4379,5,"Reprehenderit non similique beatae sint aliquid. Quasi cum totam eveniet adipisci nostrum quis. Recusandae laudantium nobis illum quam tempore consequuntur necessitatibus. Vel vel aspernatur quod fugit illo similique.
Distinctio repudiandae est possimus modi cum."
4782,2080,1,"Voluptatibus itaque dolorem debitis at minima magnam. Nulla minima sit.
Repellat voluptatum at nostrum. Explicabo facilis quaerat.
Atque eaque cumque itaque possimus accusantium. Magni error alias."
4783,1758,1,"Praesentium aliquam natus error delectus odio expedita earum. Dicta facere quasi non sed consequatur aliquam. Atque culpa velit ipsam quaerat alias.
Dolor sapiente veniam voluptates quos similique culpa. Deserunt reiciendis tempora. Quas id cum.
Repellat consectetur excepturi sed."
4784,1876,3,"Reprehenderit esse cumque dolorum at ipsum. Facilis perspiciatis quidem dolor.
Eaque quam nisi consectetur numquam iusto. Distinctio nostrum fugiat sequi eius eius quas voluptatum. Voluptatum odit nam quisquam eaque."
4785,590,2,"Molestias enim tempora deleniti sunt. Vero facilis nobis voluptate facilis.
Ab at illum aliquam. Omnis alias sapiente molestias blanditiis non dolor atque. Amet officia expedita officia.
Provident repudiandae veniam optio vel minus assumenda. Eligendi labore alias cumque quidem id."
4786,4472,4,"Vel sunt eveniet vero consectetur facilis quaerat occaecati. Consequatur repellendus voluptatibus tempore officiis culpa vero nam.
Occaecati iste quia harum. Ut nemo occaecati odit maxime tempora eius. Totam fugiat veritatis. Ducimus impedit ullam vero."
4787,4715,1,"Assumenda porro delectus perspiciatis doloribus non molestiae. Unde necessitatibus quam pariatur. Culpa atque sunt dolor perspiciatis ipsum incidunt. Veniam cupiditate velit.
Nemo eum voluptas. Quidem deleniti facilis ratione occaecati nam veritatis."
4788,2846,3,"Molestiae inventore odio numquam ad labore. Molestiae ea non nisi ab sequi.
Minima necessitatibus fuga officia. Reprehenderit cupiditate modi.
Ut provident cumque optio earum tenetur quaerat. Ipsam impedit quam ea. Ratione labore atque harum enim magni facilis iusto."
4789,4025,3,"Consectetur mollitia culpa nisi. Eius aspernatur vel impedit velit architecto tenetur.
Blanditiis nobis dolor suscipit placeat et error. Voluptatum voluptates velit. Dicta animi cumque nulla quidem.
Voluptate minus veritatis. Maxime eos eveniet doloremque. Unde quos pariatur autem."
4790,1834,2,"Quisquam blanditiis soluta vero ipsam consequuntur. Nam minus tempora unde. Ipsam eligendi dicta. Temporibus odio ducimus asperiores autem iusto.
Repellendus sed facilis ut quaerat. Magni delectus molestiae ullam minus optio dolorem distinctio. Quidem harum perferendis a."
4791,4755,2,"Et possimus quidem esse a expedita. Sint aut facilis rem sunt mollitia error.
Impedit illo consequatur earum maxime. Repellendus neque dolore autem ratione minima cum."
4792,1905,1,"Ipsum numquam officia possimus aliquid quae. Id esse quod repellat et.
Officiis deserunt quae dolorem quisquam quis repellat. Maxime quam impedit veritatis doloremque facilis optio ipsa. Eos dicta optio provident dolores culpa distinctio."
4793,2356,2,"Placeat exercitationem explicabo aperiam dolorem. Et libero asperiores numquam ipsum id nulla labore. Est unde vitae quod fugiat illo.
Totam ab ipsa. Nihil voluptatem quisquam dolorem.
Dolore nobis deleniti quisquam iure officia."
4794,4691,4,"Et tempore tenetur magni repellat. Neque nemo ad autem quis alias.
Nihil quod assumenda ea animi tenetur pariatur. Quaerat natus doloremque aspernatur autem architecto."
4795,1515,5,Libero asperiores temporibus eligendi quaerat impedit eveniet. Magnam consectetur dolores. Officiis at quisquam consequuntur. Recusandae minima nihil dolorem.
4796,4066,1,"Unde quas ratione qui rerum quas.
Ex incidunt voluptatum perferendis itaque laudantium ea. Fuga accusamus ipsam eius illum.
Numquam non suscipit ab architecto. Odio et atque corporis."
4797,2295,1,"Atque excepturi numquam repellat asperiores veritatis. Aliquam architecto quidem et ab sit cum. Aliquam repudiandae porro harum.
Asperiores nulla similique sit. Similique nisi iste adipisci atque quasi."
4798,4708,5,Illum iusto temporibus repellat sunt dolorum debitis ex. Voluptates fugiat pariatur illo quidem. Natus quae dolorem voluptatibus recusandae odio iste odio. Ut molestiae velit ad nam dolore repudiandae amet.
4799,4190,5,"Cumque debitis possimus quasi reprehenderit laboriosam. Odio consequuntur assumenda laborum rerum nulla soluta. Eaque iste non dignissimos.
Nemo aspernatur iure nihil nisi vel. Consequuntur animi omnis accusantium aliquid repellat."
4800,2033,1,"Quia nobis facere dignissimos voluptatibus ea architecto. Similique rem laboriosam tempore facere.
Dignissimos repudiandae doloremque perferendis reprehenderit. Officiis officiis aut. Nulla exercitationem et ipsam distinctio. Necessitatibus cumque libero quam."
4801,3218,4,"Itaque quas sint reiciendis.
Labore labore accusamus nostrum nihil iusto blanditiis officia. Modi ipsum veniam vero ipsa. Amet temporibus a laudantium. Quibusdam optio ipsum eum consequuntur facere vitae neque."
4802,4832,1,"Sit aut mollitia iusto eveniet. Distinctio nobis laborum. Ullam similique eos possimus accusamus saepe.
Tempore dolores esse laudantium eligendi corrupti. Voluptatibus beatae accusantium. Fugiat exercitationem ab voluptatum labore consequuntur. Nisi veritatis porro aperiam facilis sint."
4803,4807,1,"Debitis omnis qui sit. Quia facilis ipsam corporis.
Cupiditate pariatur commodi sapiente tempora dolores. Dolorem blanditiis aliquam occaecati voluptates at. Totam veritatis laborum fuga commodi adipisci."
4804,4456,3,"Distinctio neque dolor sapiente consequuntur eius. Omnis officiis minima incidunt at voluptatem atque.
Perferendis laborum exercitationem nobis adipisci. Quidem ad dolor accusantium. Est debitis commodi culpa earum eveniet optio."
4805,2098,3,"Nam sequi tempora quo. Voluptatem omnis nam minus occaecati aspernatur commodi.
Nam iste odit sint. Facere saepe temporibus ullam nulla. Vitae aperiam quibusdam debitis dolore tempora inventore at. Et totam maxime voluptatem veniam."
4806,1068,3,"Molestias sed asperiores dolor. Voluptate vero eos dicta debitis voluptatem est tempore.
Facere aperiam debitis accusantium sit. Nihil nisi dolorem beatae. Atque vero quia nemo ipsum voluptatum.
Reprehenderit voluptas tempore modi dolor. Sed temporibus officiis aliquam alias ipsum aliquid."
