id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
4553,4553,1626,Recusada,698.61,2025-05-14 06:49:26,"Ad molestias quas iste in.
Consectetur atque doloremque quia dicta. Ipsa ipsum adipisci illum reiciendis. Accusamus facere veritatis sit earum voluptatum similique.
Reprehenderit optio aut fugit.
Alias ex veniam quibusdam quis. Nemo a cumque. Ullam incidunt fuga recusandae quam."
4554,4554,2432,Recusada,8243.78,2025-05-20 18:02:05,"Tenetur fuga assumenda voluptate explicabo. Illo illo at atque praesentium quo.
Reprehenderit error minima deleniti nam tempore earum necessitatibus. Architecto aut inventore.
Reprehenderit doloribus cumque quis quod corporis. Nam similique voluptate. Ab iure voluptate dolore nulla cumque voluptatem."
4555,4555,1520,Aceita/Em Andamento,3770.30,2025-05-21 03:22:04,"Eum ducimus ut quidem nulla pariatur esse. Consectetur quos facere animi odit. Porro enim dignissimos perferendis.
Necessitatibus omnis dignissimos eius. Soluta perferendis omnis soluta facere quasi accusantium. Soluta aliquam unde aperiam unde."
4556,4556,2294,Aceita/Em Andamento,4779.01,2025-05-13 17:13:23,"Modi aut saepe quia. Possimus illo quos voluptatem explicabo.
Esse voluptate dignissimos veritatis adipisci aliquid laborum. Dolor nam vel. Eaque molestias quae tenetur quia in animi.
Laudantium quas repellat tempora quisquam dicta. Neque facilis ab esse.
Fugit eos adipisci magni reiciendis."
4557,4557,1821,Pendente,6377.25,2025-05-14 13:33:28,"Aliquam labore expedita soluta. Officia omnis quos consectetur tempore quis.
Voluptatibus aut itaque enim. Voluptate recusandae hic minus.
Ullam rerum quos recusandae quos molestias voluptate distinctio. Omnis eaque expedita quod. Quos deleniti beatae quia excepturi sequi sint. Deserunt ratione suscipit sequi debitis."
4558,4558,1884,Aceita/Em Andamento,7421.41,2025-05-15 04:28:39,"Cumque cupiditate asperiores aspernatur. Officiis mollitia optio dolore sint aliquam blanditiis magnam.
Quod voluptatem laborum rerum laborum magnam labore.
Voluptatem necessitatibus aliquid laboriosam tenetur corporis alias. Amet nostrum aliquam enim modi. Asperiores saepe dolor itaque voluptatem in vitae architecto."
4559,4559,1575,Aceita/Em Andamento,9683.04,2025-05-20 00:54:39,"Eveniet quibusdam laboriosam impedit. Quaerat esse fugiat quisquam quasi omnis vel. Quibusdam fuga ea numquam harum aliquam.
Aliquid quisquam nihil exercitationem sapiente culpa ullam odit. Rem libero quod accusantium possimus.
Molestiae dicta alias totam qui tenetur ab. Rerum itaque dolores quibusdam."
4560,4560,2250,Recusada,2735.58,2025-05-16 16:49:46,"Temporibus optio odio inventore impedit quo. Suscipit praesentium laboriosam dolor molestias.
Laboriosam voluptates nostrum molestias quisquam. Ipsam beatae quidem maxime.
Perspiciatis perspiciatis dignissimos deserunt veniam. Neque maiores nemo qui asperiores.
Porro sint rerum id tempora. Magni cupiditate aliquam optio velit molestiae."
4561,4561,1109,Aceita/Finalizada,5181.51,2025-05-18 05:43:38,"Dolore vel quidem ab consequatur. Blanditiis similique quam totam nisi. Dolore praesentium commodi eligendi maiores dolores.
Tempora impedit est accusantium. Veritatis explicabo temporibus aperiam fugit.
Blanditiis ullam possimus alias voluptates. Nemo consequuntur ad iure repudiandae deserunt. Voluptatibus totam dolorum ea sint omnis qui aut."
4562,4562,770,Aceita/Em Andamento,9236.66,2025-05-19 18:10:36,"Sunt necessitatibus architecto ratione maiores. Labore molestias dicta.
Enim quam nam ullam. Corrupti excepturi corporis placeat. Voluptates et facilis commodi nihil saepe et.
Nemo quo quos qui optio odit minus suscipit. Debitis ullam molestias assumenda qui.
Aperiam error rem voluptatem. Occaecati ut doloribus magnam ullam. Libero et at."
4563,4563,1036,Pendente,7529.98,2025-05-20 10:53:40,"Inventore occaecati error. Magnam pariatur quis commodi ipsa.
Tenetur minima nulla non nobis quasi. Soluta similique perferendis ad neque veniam ipsam. Repellat enim ipsum quis nisi voluptatum."
4564,4564,848,Cancelada,7515.71,2025-05-16 12:26:57,"Maxime cumque iusto eaque porro quidem tempore ullam. Nam blanditiis assumenda tempore. Aspernatur reprehenderit ullam ratione veritatis.
Mollitia fugit excepturi. Quia eum fugit quaerat voluptate at ipsam. Neque dolores cumque illo.
Officiis doloribus dolorem quia. Ducimus soluta quia modi. Reprehenderit corporis enim nostrum."
4565,4565,2011,Aceita/Finalizada,96.67,2025-05-15 02:04:45,"Quaerat odio quibusdam corporis possimus nemo. Nihil officia non earum laborum sunt illum. Aliquam magnam magnam distinctio. Ipsam eos similique quidem molestiae voluptatum.
Velit aut optio laboriosam suscipit laborum.
Doloremque vero temporibus harum veritatis animi."
4566,4566,398,Aceita/Em Andamento,2617.47,2025-05-10 23:36:49,"Possimus repellat culpa pariatur eius. Quibusdam in quia vel consequuntur tenetur mollitia eaque.
Officiis quis nihil officia aut inventore fugit. Fugit soluta reiciendis dolore vel minus vitae. Exercitationem nisi dolores libero.
Maiores illo velit tempore temporibus minima. Velit reprehenderit molestiae voluptatibus ipsum error temporibus."
4567,4567,692,Aceita/Finalizada,4310.58,2025-05-14 04:23:53,"Maxime enim perspiciatis corrupti. Consequuntur quibusdam nemo sunt. Blanditiis beatae ex modi sed placeat. Itaque maiores molestiae minima aspernatur.
Sed deserunt consequuntur aliquid quia asperiores nostrum iste. Dignissimos incidunt explicabo.
Beatae veniam ipsum ullam eaque.
Totam a enim. Eveniet aperiam quam vero culpa porro aliquid."
4568,4568,2444,Pendente,8576.49,2025-05-17 18:39:07,"Inventore blanditiis facere perferendis. Fugit rem minima praesentium deleniti recusandae ratione maiores.
Et saepe sint eos.
Consequatur facilis distinctio in tempore exercitationem. Praesentium repellendus exercitationem recusandae. Unde quibusdam temporibus."
4569,4569,566,Pendente,1746.93,2025-05-08 20:35:04,"Quam rerum sequi reprehenderit voluptatum. Repellat et similique dignissimos officiis quasi corporis.
Nam impedit nulla veritatis tempore consequuntur. Quos exercitationem recusandae assumenda.
Pariatur incidunt facilis expedita totam. Quas pariatur qui. Repellat sint mollitia cupiditate officiis."
4570,4570,1345,Recusada,8722.51,2025-05-14 21:22:56,"Aliquam odio adipisci aperiam. Rem ducimus nulla libero minus reprehenderit modi nobis. Totam libero modi tempora doloremque dolores.
Maxime voluptates facere aliquid quae debitis. Dignissimos optio nobis consequatur.
Laborum exercitationem perferendis enim cumque."
4571,4571,1651,Aceita/Em Andamento,6752.42,2025-05-12 10:34:14,"Exercitationem debitis voluptatibus. Ea praesentium maiores dolorum deserunt perspiciatis.
Omnis maiores architecto velit dolor vitae. Esse sapiente ut numquam.
Sunt nulla voluptatem blanditiis veritatis culpa delectus.
Nemo debitis modi ipsam delectus dolore. Nobis ea voluptatem commodi.
Est fugit beatae voluptatem quis magnam rem."
4572,4572,58,Aceita/Finalizada,9033.00,2025-05-10 21:03:16,"Dolore sapiente rerum blanditiis provident tempora. Rerum quia doloremque sapiente numquam quia ratione eligendi.
Aperiam quaerat illum quam illo esse. Sunt debitis doloremque.
Quo possimus deleniti voluptas. Dolores quasi et iste. Molestiae quaerat consequuntur nam.
Rem iusto sunt natus."
4573,4573,1766,Pendente,1177.32,2025-05-12 20:00:43,"Ab aperiam corporis dolores. Asperiores ratione explicabo tenetur. Quo vitae vero eos officiis.
Perspiciatis nemo at rerum illum dicta maxime reprehenderit.
Nisi dignissimos blanditiis iusto vero quia. Voluptatibus repellat quam rerum molestiae qui soluta. Beatae hic deserunt.
Dolor atque fuga ab. Eos ex culpa aliquam."
4574,4574,620,Aceita/Finalizada,3850.55,2025-05-09 09:11:14,"Facilis occaecati corrupti rem corrupti. Quos beatae reiciendis doloribus. Sapiente accusamus blanditiis corporis.
Magnam earum quia distinctio. Velit hic quod quisquam pariatur perferendis rem.
Qui itaque iste molestias quidem aut architecto. Explicabo in totam esse. Amet quam consequatur cum.
Corrupti ducimus esse ad omnis aliquam tenetur."
4575,4575,2665,Aceita/Em Andamento,9970.40,2025-05-14 15:56:49,"Corporis voluptatum laborum tempora amet. Nostrum assumenda sequi optio laudantium.
At accusantium qui. Voluptatem odit quidem quaerat velit maiores voluptatum. Maiores quaerat similique eos.
Facilis in deleniti beatae. Nihil dolor aliquam iste.
Culpa sit vel expedita repellat doloremque temporibus natus. Et esse corporis aliquam totam."
4576,4576,2513,Aceita/Em Andamento,1204.44,2025-05-15 14:40:54,"Ex quis fuga aliquam. Dicta vel odit consequuntur.
Consequuntur quibusdam ex in. Excepturi tempore ad unde vel. Minus natus blanditiis dolores assumenda nemo.
Ea facere quidem veritatis. Illo vero enim sequi.
Atque dolore architecto dolores cum exercitationem. Nostrum fugit tenetur ex. Corrupti ex nihil numquam."
4577,4577,381,Aceita/Em Andamento,5064.59,2025-05-16 05:48:32,"Provident libero earum accusantium culpa. Totam minus ipsa asperiores ipsa quis. Libero quidem explicabo odio voluptate reiciendis hic.
Ut ipsum perferendis error veritatis voluptate error ex. Animi sed quos dolorem quasi soluta. Quia officia dolore temporibus.
Modi molestias odit nulla minus. Vero illo sequi facere."
4578,4578,266,Aceita/Finalizada,5132.61,2025-05-17 05:06:05,"Atque voluptate quos magni quidem optio corporis illum. Maiores eos ex atque ea cum.
Quos dolorem aliquam. Deleniti molestiae ipsam.
Corrupti numquam voluptates officiis. Sit esse optio dicta voluptatum. Ratione reiciendis illum voluptatem.
Ad porro esse dolorum tempore sequi corporis sapiente. Vero vitae aut magni aperiam magni."
4579,4579,1874,Pendente,5539.99,2025-05-16 23:12:08,"Suscipit dicta totam illo. Cupiditate laborum harum voluptatibus nesciunt aliquam nam possimus. Enim deserunt quas deserunt accusamus aut iure culpa.
Quia error rerum sed sapiente ea accusamus. Accusamus eius earum veniam.
Totam nesciunt provident dolore aliquam magnam. Similique perferendis excepturi quae non delectus corrupti molestias."
4580,4580,1530,Aceita/Em Andamento,2422.97,2025-05-21 03:41:43,"Soluta ea necessitatibus officia. Nesciunt quidem nobis id reiciendis.
Laudantium debitis laborum voluptas in iure. Voluptatem ratione distinctio quod perferendis minima. Debitis magnam laudantium porro eligendi ullam temporibus.
Quia quod eos doloribus. Sunt accusamus dolore sit sint aliquid. Quidem harum harum modi deleniti."
4581,4581,2939,Pendente,7788.83,2025-05-17 00:07:45,"Laboriosam debitis dolor debitis amet. Doloremque dignissimos officia.
Debitis autem voluptatum praesentium voluptates quis enim. Facilis accusantium ratione quis. Reprehenderit numquam soluta corporis officiis excepturi nostrum sit."
4582,4582,2105,Recusada,5388.24,2025-05-21 18:01:57,"Unde cupiditate quia. A nostrum sit.
Repellendus optio excepturi esse.
Architecto iste enim non nam ea placeat. Adipisci similique delectus est ratione est inventore illo.
Error inventore tempore dolorem deleniti et ipsam. Beatae sunt unde labore sunt.
At laboriosam praesentium culpa eaque facere. Dolores quisquam esse iste magnam sequi."
4583,4583,2104,Aceita/Finalizada,4343.04,2025-05-15 02:02:46,"Corporis tenetur quos perferendis. Magni corporis explicabo quos ipsam quam dolorum.
Aperiam esse cumque ea tenetur distinctio iusto.
Non blanditiis ducimus rem optio dolores quo eius. Reprehenderit sit sunt voluptatum illum occaecati. Dicta unde placeat nesciunt quas temporibus."
4584,4584,1534,Aceita/Em Andamento,9812.36,2025-05-19 03:35:15,"Animi ea ut in. Id eaque laboriosam minima eveniet perspiciatis deleniti. Ab tempore accusantium est iure. Nihil ducimus soluta ab.
Perferendis quo facere atque dolore illum. Et maxime voluptatibus temporibus.
Suscipit non aut porro ipsa tenetur alias. Excepturi adipisci atque ullam.
Eius maxime incidunt voluptate sint. Fugit ipsum voluptate a."
4585,4585,1372,Pendente,9152.57,2025-05-11 20:22:53,"Saepe veritatis dicta labore maxime quibusdam. Pariatur ratione commodi reiciendis facere veritatis voluptate.
Nihil perspiciatis provident distinctio fugiat est. Provident facere soluta voluptates vel quisquam."
4586,4586,1962,Aceita/Finalizada,5008.21,2025-05-14 05:39:19,"Corporis error placeat consequatur ex cumque harum. Facere fugit non corporis. Culpa doloribus doloremque minus labore cumque.
Quam libero consectetur amet similique vero necessitatibus. Temporibus incidunt saepe mollitia.
Eum fugit doloremque quos fugiat magnam. Tempora dolores soluta dicta voluptates tempore eos ullam."
4587,4587,592,Aceita/Em Andamento,8783.67,2025-05-13 22:55:19,"Eos voluptates consequatur vel velit.
Fuga accusamus aperiam maxime. Accusantium totam ab ullam aliquam consequatur. Hic magnam iure facilis.
Alias recusandae dolor maxime nihil veritatis rerum. Quasi iure voluptates minima eveniet ipsa.
Occaecati iusto dicta ipsa hic ut. Consequuntur quod nisi earum."
4588,4588,2088,Aceita/Finalizada,460.15,2025-05-16 22:01:50,"Minus ipsum ratione voluptatum reiciendis. Repellendus quos ut expedita.
Eos quaerat nam deleniti esse consectetur. Beatae iste itaque omnis atque quas. Voluptates dolore laborum fugit at iste soluta.
Dolorem sunt ea natus inventore assumenda. Ducimus quidem illum. Similique praesentium ducimus."
4589,4589,1405,Recusada,5649.58,2025-05-17 20:11:55,"Aut distinctio officiis fuga velit. Quibusdam reprehenderit eligendi. Error quam sunt.
Culpa veritatis distinctio occaecati. Quisquam non ex quam ratione. Soluta deleniti alias eligendi.
Laudantium id reprehenderit aperiam totam corporis ipsum illo. Quis eligendi illo ab eos sapiente distinctio commodi."
4590,4590,1156,Pendente,9828.92,2025-05-19 11:36:18,"Blanditiis eligendi vitae earum facilis quasi. Natus dolores repellat similique excepturi minus quod.
Laborum optio ipsum alias unde accusamus excepturi voluptatem.
Quos cum incidunt consectetur deleniti necessitatibus. Cupiditate doloribus consequatur repellendus odit."
4591,4591,1503,Aceita/Em Andamento,8063.88,2025-05-13 06:44:42,"A quod corrupti nihil voluptates quis optio quam. Harum officia nam pariatur cum. Doloribus enim voluptas et odio libero atque. Deserunt eos ex.
Voluptatibus sit non. Alias similique amet eos rem quod officia laudantium. Consectetur beatae vel."
4592,4592,178,Pendente,4484.27,2025-05-19 21:20:25,"Possimus laborum repellat repellat porro magni magni. Fugiat eaque delectus velit officiis nihil. Totam modi architecto a maiores vel. Quasi aliquid rerum nobis ad.
Maiores ullam deserunt minima ea tenetur. Rerum consequuntur harum velit."
4593,4593,183,Recusada,2766.57,2025-05-20 22:22:18,"Delectus provident beatae et dignissimos itaque. Nam quae saepe accusantium deleniti praesentium.
Earum reprehenderit a nisi porro. Eveniet reprehenderit omnis distinctio aliquid perspiciatis.
Excepturi aspernatur quos ipsum. Adipisci mollitia cum esse."
4594,4594,1586,Cancelada,4202.04,2025-05-18 16:44:20,"Beatae debitis nulla eum. Vitae praesentium aspernatur repudiandae iure dignissimos.
Voluptate voluptate accusantium beatae dolorem. Exercitationem quod illo cupiditate vel architecto voluptate. Rerum repudiandae ut accusamus ad.
Ipsam voluptatum expedita quas officiis provident distinctio distinctio. Dolorum dolores velit minus doloremque."
4595,4595,489,Recusada,4506.01,2025-05-17 00:20:32,"Et veniam excepturi aliquid error. Corporis expedita temporibus porro assumenda dignissimos. At quo velit pariatur assumenda sit.
Iusto quo quas dicta quis earum. A voluptatem praesentium magni aperiam.
Dolore quod fugit deleniti. Doloremque quisquam dolores tempore illo quidem."
4596,4596,1749,Aceita/Em Andamento,305.54,2025-05-20 03:28:17,"Ut aspernatur aliquid enim maiores aut consequatur aliquam. Dolorem distinctio dolorum temporibus accusantium. Voluptas hic perspiciatis maiores ipsam totam exercitationem veniam.
Molestiae eveniet blanditiis aliquam delectus. Est atque suscipit vitae doloremque excepturi magni."
4597,4597,282,Pendente,7729.11,2025-05-13 10:52:10,"Quidem explicabo eos natus necessitatibus. Optio hic voluptas ad similique adipisci ducimus.
Doloribus dolor sapiente facere at laudantium. Rerum aliquam amet harum perspiciatis sed.
Voluptatem inventore quisquam rerum officiis alias temporibus fugit. Voluptatem est harum.
Quae suscipit quod a placeat commodi."
4598,4598,1976,Cancelada,3788.14,2025-05-13 17:27:31,"Autem eum vel. Sed excepturi aliquid ut impedit. Illo dolorum perferendis veniam eaque aperiam.
Quia fuga placeat reprehenderit rerum. Nostrum nihil deserunt veritatis nesciunt quas quas minima. Non nihil nulla aspernatur nesciunt."
4599,4599,1988,Recusada,8596.44,2025-05-09 17:52:58,"Quia aspernatur minus eos dignissimos. Nihil corrupti doloremque perferendis. Mollitia sint odio pariatur facere adipisci omnis.
Veniam cum doloremque autem dolor provident. Architecto ipsa dolorum enim quo. Atque aliquid nihil veniam optio."
